1,0.023709249,0.072358839,0.234806105,0.623079896,1.160080194,1.342644453,0.992563426,0.552935064,0.280242622,0.136146396,0.06761542,0.034781057,0.0189106,0.011319757,0.007612319,0.006044259,0.004861664,0.004359268,0.003831213,0.003340765,0.003435231,0.003236106,0.003531457,0.003756834,0.003443168,0.003543511,0.003364837,0.003368988,0.003333027,0.003450218,0.003715579,0.00431581,0.004236968,0.004628405,0.004664596,0.004503991,0.004748455,0.00466403,0.004772997,0.005066013,0.004906779,0.00561029,0.005383526,0.005534291,0.005687315,0.005695836,0.006041463,0.006465896,0.006210214,0.006680084,0.006123017,0.005751927,0.005668265,0.005850335,0.005892288,0.005356021,0.005696109,0.006192883,0.005086992,0.005368834,0.006132018,0.004961717,0.005513513,0.006189144,0.00540531,0.006234881,0.006878396,0.00591347,0.006609742,0.007587396,0.007221634
2,0.007395677,0.006400983,0.008884576,0.021378918,0.064530022,0.173901975,0.374718726,0.603801489,0.692767084,0.568248808,0.355494827,0.195476383,0.105513968,0.055647183,0.030279167,0.017543135,0.010509267,0.007065266,0.00509371,0.003965972,0.003569941,0.003301813,0.003544443,0.003692318,0.003430816,0.003582292,0.003178718,0.003120249,0.003024922,0.003033279,0.003229404,0.003712927,0.003653191,0.004065663,0.004168871,0.004005518,0.004251094,0.004070221,0.004295168,0.004346712,0.004378004,0.004799635,0.004718412,0.00476828,0.005091013,0.005129913,0.005406202,0.005911523,0.005686643,0.006129585,0.005526263,0.004919893,0.004828115,0.005257522,0.005269916,0.00475914,0.005275216,0.005583152,0.004787548,0.005156824,0.006025773,0.004784326,0.005161702,0.00618685,0.004909249,0.005743954,0.006919197,0.005832414,0.006843996,0.007717229,0.007940983
3,0.007527917,0.006019206,0.004895405,0.004486799,0.005778085,0.009096481,0.020133305,0.05091067,0.122052528,0.261896282,0.473053932,0.642743886,0.610262513,0.432694137,0.268503278,0.160786703,0.091715209,0.052003626,0.030186759,0.017823715,0.011369577,0.007886913,0.006354774,0.005533067,0.004684573,0.004206969,0.003555905,0.003322851,0.003130588,0.003084171,0.003305156,0.003737517,0.003657347,0.004108622,0.004156382,0.004075371,0.004337931,0.004137206,0.00435656,0.004575583,0.00434017,0.004997695,0.004864246,0.004752484,0.005287032,0.005229571,0.005554768,0.005946386,0.005710532,0.006203925,0.005566426,0.004957583,0.005221543,0.00521272,0.005384997,0.004814351,0.005397498,0.005563303,0.005003392,0.005241701,0.005818662,0.004640355,0.005045508,0.006191197,0.005258475,0.005965839,0.006762518,0.005922565,0.006727425,0.007970143,0.007521851
4,0.007219421,0.005945014,0.005152863,0.004424476,0.004862148,0.004774531,0.005285865,0.008341525,0.01628352,0.036827978,0.082181282,0.171445131,0.334152162,0.574376166,0.754609406,0.699328542,0.483973652,0.305057287,0.191396639,0.113146298,0.065824732,0.04014824,0.025255734,0.016180361,0.010745798,0.007804174,0.00572356,0.004562888,0.003830543,0.003592652,0.003746714,0.003983088,0.003981817,0.004287358,0.004390234,0.004211727,0.004299404,0.004359987,0.004475635,0.004585421,0.004456779,0.004992665,0.004972185,0.004998175,0.005390016,0.005333745,0.005792385,0.006129486,0.006022894,0.006366616,0.005901623,0.005301876,0.005422588,0.0054652,0.005497894,0.00482969,0.005409604,0.005829501,0.00494566,0.005127983,0.006223964,0.004507137,0.004888729,0.006181336,0.004765785,0.00562687,0.006669742,0.005700383,0.006537311,0.007630472,0.007670586
5,0.007583732,0.0063879,0.005186127,0.004326577,0.004433224,0.004217625,0.003614289,0.003455329,0.00324758,0.003709107,0.005488111,0.009810942,0.020589231,0.044044979,0.092531823,0.185806155,0.330480993,0.464843631,0.487623215,0.393063843,0.274774432,0.186804146,0.124277934,0.079210021,0.050594993,0.033459134,0.021937933,0.014473459,0.01022419,0.007564002,0.006218076,0.00557929,0.004849709,0.004877864,0.004654423,0.004373276,0.004425517,0.00430812,0.004291797,0.004454374,0.004319007,0.004895029,0.004687352,0.004791665,0.005097417,0.00499002,0.005279816,0.005866629,0.00551126,0.006026546,0.005399403,0.004873125,0.005028911,0.005130484,0.005116646,0.004728776,0.005315529,0.005819779,0.004681161,0.004981082,0.005911737,0.004951851,0.005495168,0.006182115,0.005218199,0.006098994,0.006823859,0.006183608,0.007085048,0.008408503,0.008404323
6,0.007567569,0.006235175,0.005015381,0.004289727,0.004257072,0.003867652,0.003295695,0.003194595,0.002921147,0.00302475,0.003161934,0.002808458,0.002998517,0.003107057,0.003625681,0.00508584,0.008451384,0.01611186,0.031246113,0.060600132,0.115320519,0.198451906,0.283800423,0.320384622,0.287669063,0.221076876,0.159971744,0.113674901,0.078364007,0.052694436,0.035823517,0.025350766,0.017767174,0.013110205,0.009933846,0.007715689,0.006618861,0.005720673,0.005158886,0.005029683,0.004674768,0.005109445,0.004832461,0.004640155,0.004852326,0.004774717,0.004915352,0.005187644,0.005052754,0.00550457,0.005162651,0.004672034,0.004641992,0.004996856,0.004864191,0.004487484,0.005006676,0.005260905,0.004576172,0.004920006,0.005717661,0.004842908,0.00538794,0.006306883,0.005566231,0.006303605,0.007363311,0.006688564,0.007689995,0.008899961,0.008533879
7,0.007917042,0.006473184,0.005279136,0.004247831,0.004304742,0.003933626,0.003363182,0.00337384,0.003105298,0.003060309,0.003031623,0.002670706,0.002760911,0.002736074,0.002736909,0.002949688,0.003562097,0.005147282,0.008217262,0.014111931,0.025328599,0.043804009,0.074011214,0.120582089,0.187029749,0.270062745,0.347142488,0.385869414,0.370042533,0.315860391,0.253137082,0.198238239,0.15170826,0.113112062,0.082376592,0.059627291,0.043828771,0.03215969,0.023817746,0.018099705,0.013795212,0.011580651,0.00939384,0.008024835,0.007358061,0.00653327,0.006341129,0.006324095,0.005895216,0.006100536,0.005483461,0.005019054,0.005193507,0.005278777,0.005362214,0.005213386,0.005658309,0.006008885,0.005312438,0.005657649,0.006274919,0.005664064,0.006038298,0.006795292,0.005916118,0.006642773,0.007360117,0.006574301,0.007874889,0.008573385,0.008423123
8,0.007479803,0.006208644,0.004828541,0.003926411,0.003923213,0.003677247,0.003153622,0.003137971,0.002962902,0.002994318,0.003102801,0.002656946,0.002874786,0.002626803,0.002386991,0.002521462,0.00257459,0.002906436,0.003304873,0.004211832,0.006565018,0.010312793,0.017142564,0.027977981,0.04454932,0.070253521,0.105107635,0.143638194,0.17238903,0.178743884,0.162876993,0.135935187,0.108130343,0.08504793,0.065453894,0.049008511,0.036581412,0.027113812,0.02048693,0.01583956,0.012171394,0.010166227,0.008168176,0.007015666,0.006414288,0.005772796,0.005503515,0.005413096,0.005171348,0.005388859,0.004731066,0.004329071,0.004549748,0.004527336,0.00456467,0.004027412,0.004789336,0.005099005,0.004371766,0.004761943,0.005596011,0.004540273,0.005054275,0.006252097,0.004988964,0.005618656,0.006727473,0.0060129,0.006802146,0.008462997,0.007962631
9,0.007586784,0.006373691,0.005264597,0.004371854,0.004154858,0.004065599,0.003600097,0.003683476,0.003924236,0.004942569,0.006757593,0.00926453,0.014282956,0.020852869,0.025121486,0.02250988,0.015838191,0.01086289,0.007544531,0.005273415,0.004337641,0.003631568,0.00374856,0.004005841,0.004364566,0.005824176,0.009500856,0.017997349,0.035108205,0.065847032,0.1132406,0.173644871,0.237165526,0.292069197,0.330783784,0.353765756,0.36535725,0.369357347,0.369146913,0.366987288,0.363708377,0.360466629,0.35559392,0.349731147,0.342710853,0.333364218,0.322605133,0.310111135,0.29516688,0.27924943,0.261345923,0.243145436,0.225139558,0.207341433,0.18954806,0.1722074,0.156430349,0.141438693,0.126720294,0.113648131,0.101933062,0.089855038,0.080430716,0.072251067,0.062966004,0.056586441,0.051130597,0.044569515,0.040649049,0.037653234,0.033241879
10,0.000789818,0.000644827,0.000488742,0.000592155,0.00074738,0.000907177,0.000778015,0.000710801,0.000746785,0.000748912,0.000679201,0.000554814,0.000593029,0.000508346,0.000541579,0.00059669,0.000564652,0.00056506,0.000568775,0.000543278,0.000556321,0.000618169,0.000877234,0.001126168,0.001134175,0.000985361,0.000761727,0.000659098,0.000601961,0.000598002,0.000696148,0.00086392,0.001034246,0.001350545,0.001879371,0.002886844,0.004927196,0.008863042,0.016364463,0.03033945,0.055621419,0.09734688,0.137642518,0.131820112,0.081447333,0.036727574,0.014864273,0.006447422,0.0032048,0.00192955,0.001361817,0.001167051,0.001039911,0.001007265,0.00097052,0.000987129,0.001063321,0.000996498,0.000871174,0.000900495,0.000962575,0.000778656,0.000859221,0.000962735,0.000721382,0.000805853,0.000940664,0.00072587,0.000784675,0.000905015,0.000868129
